,cpufreq,uncore_min,uncore_max,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
999,1000000,20,20,25,114,980,250,5,1.0,26,68,106,70,11,8,380,4,8,0,0.8999999999999999,0,0,0.7
1000,1000000,10,10,122,69,610,610,1,0.8999999999999999,34,46,28,56,14,10,40,7,8,0,0.8999999999999999,0,1,0.8999999999999999
1001,1900000,15,15,83,102,360,710,1,0.7999999999999999,40,95,100,50,9,16,200,9,3,0,0.7,1,0,0.7
1002,2800000,24,24,57,79,400,410,3,0.8999999999999999,34,97,94,78,9,12,100,5,4,0,0.5,0,0,0.7
1003,1900000,24,24,107,105,920,870,1,0.8999999999999999,32,124,28,128,10,11,360,10,7,1,0.7999999999999999,0,0,0.5
1004,1000000,10,10,27,55,550,720,3,1.0,36,68,54,58,12,18,100,2,3,1,0.7,1,0,0.5
1005,1000000,24,24,89,85,940,770,5,0.7999999999999999,10,81,54,98,10,10,360,10,1,1,1.0,1,0,0.7
1006,1900000,20,20,42,98,630,240,3,0.6,52,108,76,88,12,17,360,8,8,0,1.0,1,0,0.5
1007,3700000,15,15,31,60,210,100,2,0.6,54,63,40,102,11,10,320,1,3,0,0.7999999999999999,1,1,0.7999999999999999
1008,2800000,10,10,66,72,100,490,1,1.0,60,112,104,62,10,17,180,9,2,0,0.6,1,0,0.8999999999999999
1009,2800000,15,15,54,97,110,530,4,1.0,34,30,122,66,12,12,80,10,5,1,1.0,1,0,0.7
1010,1900000,15,15,91,104,490,740,1,0.7999999999999999,64,32,78,94,8,8,300,4,2,1,0.7,0,1,0.7999999999999999
1011,3700000,15,15,79,29,220,140,4,0.7,24,128,38,110,8,9,420,3,3,1,0.8999999999999999,1,1,0.5
1012,1000000,10,10,47,105,110,920,2,1.0,38,46,48,102,11,16,420,9,6,0,0.5,0,1,0.7999999999999999
1013,1000000,24,24,85,121,800,600,4,0.7999999999999999,62,46,56,58,13,13,160,5,5,1,0.5,1,0,0.8999999999999999
1014,1900000,10,10,33,67,950,480,3,0.7999999999999999,30,73,108,68,11,10,480,5,6,1,0.6,0,0,0.6
1015,3700000,24,24,112,72,760,750,2,1.0,52,99,118,32,12,18,140,7,7,0,0.6,1,1,0.7
1016,2800000,10,10,116,103,160,300,1,0.8999999999999999,28,93,76,100,10,10,460,7,7,1,0.7,1,1,0.7
1017,2800000,20,20,99,94,410,150,2,0.8999999999999999,28,124,46,64,9,12,300,1,6,0,1.0,1,1,0.7999999999999999
1018,1000000,15,15,102,59,860,620,3,0.8999999999999999,38,117,120,74,11,18,280,2,5,1,0.6,0,1,0.7999999999999999
1019,1900000,20,20,94,127,880,150,3,0.7,40,92,82,112,9,13,180,10,6,0,0.7,1,1,0.7999999999999999
1020,2800000,15,15,77,58,830,940,1,0.8999999999999999,56,88,70,68,12,17,480,1,6,1,1.0,1,0,0.7999999999999999
1021,1900000,20,20,121,67,960,900,2,0.7,58,34,80,98,8,14,20,2,1,1,0.5,0,1,0.7999999999999999
1022,3700000,15,15,25,60,750,420,4,0.7999999999999999,12,33,128,78,12,16,220,6,1,0,0.7,0,0,0.7999999999999999
1023,1000000,10,10,62,126,280,100,2,0.7,58,107,38,106,9,14,180,3,6,1,0.5,0,1,0.6
1024,1000000,15,15,59,86,860,470,5,0.8999999999999999,4,60,122,118,8,14,240,6,7,1,0.7999999999999999,1,1,0.6
1025,1900000,10,10,121,120,560,290,2,0.6,52,41,52,82,11,17,100,5,1,0,0.7999999999999999,1,1,0.7
1026,1000000,24,24,86,116,670,830,5,0.7999999999999999,50,122,42,38,14,13,400,5,7,0,1.0,1,1,1.0
1027,1900000,10,10,112,27,200,470,1,0.6,24,108,124,110,9,11,80,5,4,1,0.6,0,1,0.7999999999999999
1028,1900000,15,15,98,36,130,530,1,0.7999999999999999,8,31,66,70,14,11,260,7,3,0,0.7,1,1,0.6
1029,2800000,15,15,53,51,750,890,3,0.6,64,86,32,82,10,10,40,7,4,0,1.0,1,0,0.8999999999999999
1030,3700000,15,15,49,50,510,990,5,0.8999999999999999,24,109,48,60,9,12,260,8,2,0,0.5,1,0,0.6
1031,1900000,10,10,75,105,110,760,3,0.7999999999999999,42,89,120,116,13,17,60,5,1,0,0.7,1,1,0.5
1032,1900000,24,24,77,83,950,380,2,0.5,56,74,82,42,9,9,320,2,5,1,1.0,1,0,0.6
1033,2800000,10,10,75,83,670,210,2,0.8999999999999999,10,104,32,96,12,18,200,3,4,1,0.6,0,0,0.5
1034,1900000,15,15,57,27,180,310,4,0.5,20,50,54,68,11,8,300,7,6,1,0.7,1,1,1.0
1035,1900000,20,20,126,29,440,580,5,0.8999999999999999,56,95,72,80,10,16,460,7,8,0,1.0,0,1,0.5
1036,3700000,15,15,122,87,670,640,5,0.7999999999999999,40,36,64,118,13,16,280,9,8,1,1.0,0,1,0.5
1037,2800000,20,20,33,92,150,790,2,1.0,44,117,54,110,11,9,360,1,5,1,1.0,0,0,1.0
1038,3700000,20,20,52,74,650,890,4,0.7999999999999999,16,47,74,60,12,18,240,5,6,1,0.7,1,0,0.8999999999999999
1039,3700000,15,15,47,47,680,830,4,1.0,34,79,92,50,14,14,500,8,4,1,0.5,1,0,0.7999999999999999
1040,1000000,15,15,87,37,490,630,2,0.5,6,101,126,106,8,12,160,3,2,0,0.5,0,1,0.5
1041,1000000,15,15,73,89,210,190,1,0.8999999999999999,42,63,110,50,13,15,240,1,6,1,0.7999999999999999,0,1,0.6
1042,3700000,20,20,101,40,750,510,4,0.7,30,66,92,24,9,10,280,7,3,1,0.7,0,1,0.5
1043,2800000,20,20,99,112,980,280,2,0.8999999999999999,46,30,32,36,12,9,60,5,8,0,1.0,0,0,0.7
1044,1000000,10,10,48,59,570,910,1,0.6,64,66,80,66,8,8,380,3,4,1,0.8999999999999999,0,0,1.0
1045,3700000,15,15,91,33,450,750,3,0.8999999999999999,54,106,110,110,9,10,440,9,4,1,0.5,1,0,1.0
1046,1900000,24,24,125,31,440,920,4,0.6,36,51,90,92,14,12,480,1,3,1,0.5,0,1,1.0
1047,3700000,20,20,43,91,730,800,1,0.6,18,26,108,76,12,13,460,8,3,1,0.7,0,0,0.6
1048,1000000,10,10,63,72,610,870,1,0.8999999999999999,22,120,102,82,9,18,400,3,3,0,0.7,1,0,0.6
1049,3700000,10,10,75,110,190,860,3,0.8999999999999999,16,82,98,94,11,9,440,5,5,0,0.8999999999999999,1,0,1.0
1050,1000000,15,15,65,57,580,960,2,0.8999999999999999,48,66,44,68,13,13,480,2,4,0,0.7999999999999999,0,1,0.7
1051,1900000,10,10,49,51,860,420,4,0.7,54,124,122,54,10,14,420,8,3,1,0.6,1,0,0.7999999999999999
1052,3700000,10,10,61,106,330,660,3,1.0,54,55,112,72,9,9,40,8,7,1,1.0,0,1,0.5
1053,1000000,15,15,40,55,860,710,4,0.5,48,69,56,46,11,11,80,3,7,1,0.5,0,0,0.7
1054,2800000,15,15,82,66,540,360,3,1.0,58,60,106,88,9,9,360,7,3,1,0.7,0,1,0.7999999999999999
1055,1000000,20,20,40,111,980,320,3,0.8999999999999999,12,76,48,56,13,12,300,2,6,0,1.0,1,1,1.0
1056,2800000,24,24,91,108,790,680,1,1.0,22,24,100,96,12,14,500,3,7,1,0.6,0,0,0.7
1057,1000000,20,20,88,126,900,220,4,0.8999999999999999,26,45,100,40,10,8,380,2,4,0,0.7,1,1,0.5
1058,1000000,10,10,50,78,730,940,4,0.5,18,34,86,118,14,17,360,6,2,0,0.6,0,0,0.6
1059,2800000,15,15,115,60,900,740,2,0.7999999999999999,26,102,66,62,14,14,480,5,5,0,0.7,0,0,0.7999999999999999
1060,3700000,24,24,80,28,310,460,4,0.5,10,30,116,92,11,8,240,3,1,0,0.6,1,1,1.0
1061,1900000,15,15,80,87,530,960,2,1.0,16,88,82,34,10,17,80,2,1,0,1.0,1,0,0.6
1062,1000000,15,15,59,115,990,690,5,0.8999999999999999,6,80,114,62,9,12,260,9,3,1,0.5,0,1,0.5
1063,2800000,20,20,40,124,500,170,5,0.8999999999999999,36,30,128,122,8,10,200,1,6,1,0.6,0,1,0.8999999999999999
1064,2800000,20,20,62,112,480,700,2,0.6,60,109,118,94,14,18,240,6,2,0,0.5,1,1,1.0
1065,1900000,15,15,34,98,930,250,2,0.6,20,122,36,64,12,9,120,5,3,1,0.7,0,0,0.6
1066,1000000,15,15,75,58,840,870,4,0.7,46,48,90,24,12,18,200,5,8,0,0.6,0,1,0.7999999999999999
1067,2800000,20,20,41,88,120,310,1,0.7,36,117,104,112,13,15,80,9,1,0,0.8999999999999999,1,0,0.7999999999999999
1068,3700000,15,15,57,124,250,540,1,1.0,24,106,78,56,14,16,200,8,6,0,0.6,1,0,0.7999999999999999
1069,1900000,24,24,54,45,950,550,4,1.0,46,62,62,124,10,18,300,8,2,0,0.6,0,1,0.5
1070,3700000,15,15,81,109,170,640,2,1.0,54,95,88,78,14,12,80,1,6,1,0.7999999999999999,1,1,1.0
1071,2800000,20,20,43,64,460,270,2,0.8999999999999999,18,77,92,112,8,16,100,2,5,0,0.7,0,1,0.8999999999999999
1072,1000000,20,20,71,31,680,710,4,0.7999999999999999,54,43,86,52,13,11,300,6,7,1,1.0,0,0,0.5
1073,2800000,20,20,65,43,630,910,1,0.6,60,108,24,64,11,13,240,9,3,1,0.7,1,1,0.6
1074,2800000,15,15,108,98,340,1000,1,1.0,4,107,78,90,14,8,300,8,3,0,0.5,1,1,0.7999999999999999
1075,1000000,24,24,76,59,160,680,5,0.7999999999999999,22,55,116,42,10,14,220,10,8,0,1.0,0,0,0.7999999999999999
1076,2800000,24,24,50,119,650,990,4,1.0,40,40,54,78,14,11,40,6,5,0,0.6,1,0,0.7
1077,1900000,20,20,46,86,300,520,2,0.5,48,94,40,94,9,14,240,10,4,0,0.7,1,0,1.0
1078,1000000,24,24,122,53,660,550,2,0.7,46,114,108,96,12,8,120,8,5,0,1.0,1,1,0.7
1079,3700000,24,24,52,88,100,180,4,1.0,8,112,118,62,8,12,260,1,5,1,0.5,0,0,0.7999999999999999
1080,1900000,10,10,49,56,580,760,3,0.5,56,75,60,56,10,11,380,4,7,1,0.6,0,0,0.7
1081,1000000,24,24,88,51,550,230,4,0.7999999999999999,60,49,44,40,10,10,320,5,7,0,0.6,1,1,0.5
1082,1900000,20,20,69,55,180,510,5,0.7999999999999999,20,33,58,50,14,10,60,7,1,1,0.8999999999999999,1,0,0.7
1083,1000000,24,24,94,117,820,220,3,0.6,58,46,104,58,13,10,340,5,4,0,0.7,0,0,1.0
1084,1900000,15,15,49,88,910,950,3,0.7,6,116,118,100,8,18,240,5,6,0,0.5,0,1,0.7999999999999999
1085,1000000,15,15,78,83,710,500,3,0.6,6,121,108,28,14,13,80,3,4,0,0.7999999999999999,1,0,0.6
1086,1900000,20,20,119,91,100,550,3,0.6,44,85,96,92,13,17,280,5,8,0,1.0,0,1,0.7999999999999999
1087,1000000,24,24,77,67,950,690,1,0.7,18,46,92,94,13,9,160,3,7,0,0.7999999999999999,1,1,0.7999999999999999
1088,1900000,15,15,53,105,460,210,4,0.7,26,54,84,48,13,17,440,5,3,0,0.5,0,0,0.5
1089,3700000,24,24,29,33,290,670,1,1.0,42,123,126,78,14,17,120,9,5,0,0.6,1,0,0.8999999999999999
1090,2800000,15,15,88,79,970,540,2,0.5,58,50,42,80,10,14,480,7,2,1,1.0,1,0,0.7
1091,2800000,10,10,96,73,990,160,2,1.0,16,82,34,126,9,13,500,7,4,0,0.7999999999999999,1,0,0.5
1092,1000000,10,10,120,80,710,920,2,0.8999999999999999,60,62,24,30,11,10,320,5,2,1,0.7,1,1,0.8999999999999999
1093,3700000,10,10,117,85,830,160,3,0.8999999999999999,62,120,86,72,14,16,340,7,4,1,1.0,1,1,0.7999999999999999
1094,1900000,24,24,81,104,880,260,5,0.7,58,32,64,100,9,14,240,2,5,1,0.7999999999999999,1,1,1.0
1095,1000000,24,24,88,108,650,130,3,0.7999999999999999,62,107,28,72,14,18,100,3,3,0,0.7999999999999999,0,0,0.7999999999999999
1096,1900000,15,15,67,99,840,250,3,0.7999999999999999,62,82,94,78,10,17,180,10,6,0,0.6,0,0,0.7999999999999999
1097,2800000,15,15,90,50,710,220,3,1.0,30,123,76,52,13,11,420,6,7,0,0.7999999999999999,1,1,0.7999999999999999
1098,3700000,15,15,64,56,150,250,2,0.7999999999999999,12,40,88,38,9,14,380,3,8,1,0.5,1,0,0.8999999999999999
1099,1000000,20,20,33,75,950,540,3,0.6,14,67,56,86,11,17,80,9,5,1,0.8999999999999999,0,0,1.0
1100,1000000,20,20,81,122,690,870,3,0.7999999999999999,8,68,98,104,10,17,360,2,5,1,0.6,0,0,0.5
1101,1900000,15,15,77,25,880,220,5,1.0,36,121,92,104,13,16,500,2,2,1,0.6,0,1,0.6
1102,1900000,20,20,45,49,730,830,2,0.5,46,33,24,50,11,9,160,6,3,0,0.6,1,0,0.5
1103,1000000,20,20,26,89,780,400,5,0.6,38,45,38,24,14,11,120,10,7,0,0.5,1,0,0.7999999999999999
1104,1000000,10,10,101,55,890,200,1,1.0,8,52,116,94,14,11,440,5,8,1,0.5,0,0,0.5
1105,1900000,24,24,101,72,400,410,2,0.8999999999999999,14,104,80,74,10,11,200,2,4,1,0.8999999999999999,1,0,0.5
1106,1000000,24,24,72,98,890,210,5,0.7,20,101,64,28,14,8,140,5,3,1,0.7,0,0,0.7999999999999999
1107,1900000,24,24,29,87,240,620,4,0.7999999999999999,24,47,38,128,14,8,220,3,3,0,0.7,1,0,0.8999999999999999
1108,1900000,24,24,67,100,850,850,5,0.8999999999999999,54,34,98,54,11,14,120,2,7,0,0.5,1,1,0.7
1109,1000000,24,24,42,46,920,190,1,1.0,16,54,62,24,12,12,340,3,6,0,1.0,1,1,0.6
1110,3700000,24,24,116,33,940,470,3,0.7,30,68,122,98,14,18,320,7,5,1,1.0,0,1,0.8999999999999999
1111,3700000,24,24,45,102,220,640,5,1.0,64,71,26,52,12,15,100,6,2,0,0.7,0,0,0.7
1112,1900000,20,20,124,92,930,320,1,1.0,50,58,94,118,14,9,260,6,4,0,0.7999999999999999,1,0,1.0
1113,1000000,10,10,90,27,650,200,3,0.8999999999999999,48,82,94,46,14,18,100,5,3,1,0.7,0,1,0.8999999999999999
1114,2800000,24,24,105,95,510,370,2,0.7,8,90,78,72,13,18,80,9,3,0,1.0,1,0,1.0
1115,1900000,10,10,28,66,180,250,5,0.6,42,125,90,96,11,13,60,4,3,1,1.0,1,1,0.8999999999999999
1116,2800000,24,24,111,81,450,330,3,0.8999999999999999,40,119,32,118,8,8,360,1,7,1,0.5,0,1,0.7999999999999999
1117,1000000,20,20,94,93,720,430,5,0.8999999999999999,60,26,114,54,12,12,400,8,7,1,0.5,1,0,0.7999999999999999
1118,2800000,10,10,106,24,440,380,2,0.8999999999999999,44,107,118,114,11,13,320,4,1,0,0.7,1,1,0.8999999999999999
1119,2800000,10,10,87,43,220,1000,1,0.8999999999999999,46,67,34,124,13,8,120,4,3,1,0.8999999999999999,0,1,0.8999999999999999
1120,3700000,15,15,29,70,670,820,4,0.8999999999999999,12,80,70,40,12,17,260,8,6,0,0.7999999999999999,0,1,1.0
1121,1900000,20,20,98,94,720,390,4,0.6,16,72,128,42,13,13,500,10,6,1,0.5,1,0,1.0
1122,3700000,24,24,48,96,180,180,1,0.5,6,115,30,120,12,9,120,1,7,0,0.8999999999999999,0,1,1.0
1123,1900000,20,20,32,60,880,560,2,0.5,36,126,124,122,14,12,60,2,7,1,1.0,0,0,1.0
1124,2800000,15,15,105,45,720,660,1,0.8999999999999999,14,112,76,40,13,14,200,4,8,0,1.0,0,1,0.8999999999999999
1125,1000000,20,20,67,55,1000,580,4,0.5,4,44,52,114,9,17,60,2,8,1,0.8999999999999999,1,1,0.7
1126,3700000,15,15,61,108,290,490,2,0.8999999999999999,16,127,114,84,9,11,300,1,4,1,0.8999999999999999,0,1,0.5
1127,3700000,10,10,40,33,430,120,1,0.5,24,51,104,98,12,10,500,6,5,0,0.7999999999999999,0,1,1.0
1128,1000000,10,10,86,33,600,600,1,0.7999999999999999,56,104,70,58,8,12,240,9,7,0,1.0,1,0,0.8999999999999999
1129,3700000,20,20,65,75,930,460,5,0.5,16,50,114,90,14,11,60,10,7,1,0.5,0,0,0.8999999999999999
1130,1900000,24,24,69,45,490,680,1,0.7999999999999999,18,117,28,86,12,15,60,2,3,1,0.6,0,0,0.5
1131,3700000,10,10,123,27,690,490,1,0.7,16,43,24,46,10,12,160,9,2,1,0.5,1,1,1.0
1132,3700000,24,24,117,81,160,230,2,0.7,20,60,76,80,13,16,120,10,3,0,0.5,1,1,0.7
1133,2800000,20,20,26,27,330,320,5,0.7,8,55,64,88,13,9,240,9,5,1,0.6,0,0,0.5
1134,1000000,24,24,66,119,730,450,1,0.7999999999999999,16,127,30,92,10,13,400,7,4,1,0.7,1,1,1.0
1135,3700000,20,20,127,121,120,950,3,1.0,24,71,86,98,11,11,340,10,1,1,0.7999999999999999,0,1,1.0
1136,1900000,15,15,53,58,480,460,3,1.0,20,43,46,62,14,11,180,5,4,0,0.7999999999999999,0,0,0.7999999999999999
1137,2800000,20,20,77,28,250,590,3,1.0,50,56,64,72,12,10,380,6,6,1,1.0,1,1,0.5
1138,1000000,15,15,119,76,130,210,5,0.5,20,89,78,116,11,8,280,7,7,0,0.5,0,1,0.8999999999999999
1139,1000000,24,24,48,37,920,380,3,0.7999999999999999,14,54,100,108,13,17,500,5,6,1,1.0,1,0,1.0
1140,1000000,10,10,33,111,790,560,3,0.6,30,104,56,46,8,10,280,8,5,0,1.0,1,0,0.5
1141,1000000,15,15,77,121,510,850,3,0.7,18,64,84,98,13,8,20,6,6,0,0.5,1,1,0.5
1142,2800000,24,24,43,80,590,870,2,0.8999999999999999,12,97,46,84,14,12,420,5,7,1,0.6,0,1,0.6
1143,3700000,20,20,39,39,740,120,5,0.5,14,37,100,108,11,8,260,6,3,1,0.8999999999999999,1,1,0.7999999999999999
1144,3700000,10,10,94,33,710,420,4,1.0,44,92,116,114,13,12,340,6,8,0,0.7,1,0,0.8999999999999999
1145,1900000,20,20,62,55,280,420,2,0.7999999999999999,4,30,66,116,9,14,40,6,2,0,1.0,0,0,1.0
1146,2800000,10,10,98,89,560,740,2,0.5,48,106,34,40,8,11,140,2,7,1,0.6,1,0,0.6
1147,1900000,10,10,115,36,110,520,1,0.7,24,57,26,36,13,8,40,6,1,0,0.8999999999999999,0,0,0.7999999999999999
1148,2800000,20,20,34,92,210,120,2,0.8999999999999999,18,112,78,52,10,13,360,8,7,1,0.8999999999999999,0,0,0.5
1149,1900000,24,24,71,62,880,1000,2,0.6,40,34,48,58,11,10,320,9,3,0,0.8999999999999999,0,1,1.0
1150,1000000,15,15,104,81,200,350,3,0.5,12,88,86,72,12,18,20,3,8,0,0.7,0,0,1.0
1151,1900000,15,15,85,85,310,1000,2,0.7,36,68,88,46,12,13,280,7,3,0,0.6,1,0,0.6
1152,1000000,24,24,45,46,200,720,4,0.6,34,104,66,68,12,14,360,4,3,0,0.7,0,1,0.6
1153,3700000,15,15,73,89,800,200,3,0.7999999999999999,62,103,36,108,8,11,180,5,2,1,0.7,1,0,0.8999999999999999
1154,1000000,15,15,118,63,570,990,5,0.5,54,53,36,72,9,12,460,10,4,1,0.8999999999999999,1,1,0.7
1155,3700000,20,20,54,105,760,820,5,0.5,52,109,58,110,13,17,100,6,2,0,0.8999999999999999,1,0,0.8999999999999999
1156,2800000,20,20,105,54,630,550,2,0.7,52,69,96,34,13,9,340,7,8,1,1.0,0,1,1.0
1157,1000000,24,24,25,85,720,750,4,0.7999999999999999,44,40,50,54,14,14,20,3,1,0,0.8999999999999999,0,1,0.5
1158,2800000,20,20,58,125,240,210,4,0.8999999999999999,8,64,36,112,13,17,80,3,2,1,0.7,1,1,0.8999999999999999
1159,3700000,20,20,69,128,670,260,3,0.6,8,68,24,72,8,10,360,9,1,1,0.7,1,0,0.5
1160,1900000,20,20,107,94,650,160,2,0.7,56,110,66,116,8,17,100,8,4,0,0.8999999999999999,0,1,1.0
1161,1000000,20,20,121,96,140,250,4,0.5,10,35,46,102,10,9,300,6,8,0,0.5,0,0,0.8999999999999999
1162,1000000,20,20,84,121,360,190,2,0.6,32,120,34,38,10,15,60,2,2,0,0.6,1,0,0.8999999999999999
1163,2800000,15,15,77,60,940,230,1,0.5,36,66,56,114,9,15,260,2,6,0,0.5,0,1,1.0
1164,2800000,20,20,50,31,830,870,3,0.7,20,25,34,60,10,16,280,4,2,1,0.5,0,1,0.7999999999999999
1165,1000000,20,20,33,114,430,630,1,0.6,64,54,102,98,8,16,140,4,6,0,0.7999999999999999,0,1,1.0
1166,1000000,24,24,39,58,100,940,2,0.6,48,49,128,94,8,18,240,2,2,0,0.8999999999999999,0,1,0.7999999999999999
1167,1900000,20,20,83,69,310,240,5,0.8999999999999999,20,55,128,66,14,11,40,2,1,0,0.6,0,0,0.6
1168,2800000,10,10,78,53,840,590,5,0.8999999999999999,26,56,70,108,8,11,280,10,1,1,1.0,1,1,0.7
1169,3700000,10,10,116,84,400,210,3,0.5,38,72,104,68,13,14,480,3,4,1,1.0,1,1,0.8999999999999999
1170,1000000,24,24,64,79,950,990,4,0.7999999999999999,28,81,114,56,13,15,120,1,5,1,1.0,1,0,0.6
1171,2800000,24,24,86,54,590,150,2,0.5,22,87,46,114,10,11,280,2,5,1,1.0,0,0,0.5
1172,1000000,15,15,38,81,120,930,5,0.5,54,58,114,76,9,12,440,10,1,0,0.6,1,0,0.8999999999999999
1173,1000000,20,20,37,127,910,370,4,0.8999999999999999,28,67,100,58,9,8,360,1,8,1,1.0,1,1,0.6
1174,2800000,10,10,29,94,740,330,5,0.8999999999999999,30,55,48,44,11,8,100,3,3,0,0.8999999999999999,1,1,0.6
1175,2800000,15,15,31,64,910,500,4,0.7,22,95,88,104,14,10,380,6,3,0,1.0,1,0,1.0
1176,2800000,15,15,58,101,100,420,2,0.7999999999999999,56,125,120,104,9,8,140,8,1,0,1.0,1,1,0.8999999999999999
1177,2800000,15,15,42,79,300,450,3,0.5,14,66,74,52,8,10,240,10,4,0,0.5,1,1,1.0
1178,1000000,10,10,101,122,960,670,2,0.8999999999999999,36,63,90,102,13,10,80,1,3,1,0.8999999999999999,1,1,1.0
1179,1900000,15,15,48,67,990,130,3,0.7,52,117,92,70,9,9,480,10,6,1,0.7,0,0,0.5
1180,1000000,10,10,43,52,990,200,5,0.8999999999999999,30,45,42,122,11,13,100,3,4,0,0.7,1,0,0.6
1181,1000000,24,24,110,40,260,840,3,1.0,38,63,88,50,10,9,200,2,1,1,0.8999999999999999,0,0,0.7
1182,1000000,20,20,52,80,300,980,1,1.0,58,33,48,72,12,8,80,2,6,1,0.6,1,1,0.7999999999999999
1183,2800000,15,15,112,43,250,340,2,0.6,42,37,128,84,13,18,420,10,6,0,0.6,0,1,0.5
1184,1000000,20,20,72,96,590,430,2,0.5,48,96,76,28,9,8,120,6,4,1,1.0,0,0,0.7999999999999999
1185,2800000,24,24,104,50,340,680,1,0.6,10,33,120,88,13,10,260,7,3,0,0.8999999999999999,0,1,0.7
1186,3700000,15,15,126,27,960,620,2,0.5,16,82,48,90,12,10,200,4,6,1,0.7,0,0,0.8999999999999999
1187,1000000,24,24,95,128,970,410,1,1.0,24,33,124,36,13,9,420,8,6,0,0.8999999999999999,0,1,0.8999999999999999
1188,1000000,24,24,120,43,770,220,1,0.5,30,35,34,62,9,12,160,6,2,0,0.7,0,0,0.5
1189,2800000,24,24,51,111,680,540,5,0.7,62,54,84,56,14,8,500,10,5,1,0.5,1,0,0.5
1190,1000000,20,20,52,126,760,730,3,0.6,40,27,74,88,12,15,120,4,6,0,0.5,1,1,0.7
1191,3700000,24,24,62,97,110,580,1,0.8999999999999999,60,77,26,92,10,12,100,1,5,1,0.7999999999999999,0,1,1.0
1192,1000000,20,20,89,57,760,230,1,0.6,12,72,40,38,13,12,400,6,8,0,0.5,0,0,1.0
1193,1900000,24,24,64,121,960,590,4,0.7999999999999999,32,89,104,106,8,14,460,6,1,1,1.0,0,0,1.0
1194,1900000,15,15,128,47,130,340,3,0.7,34,125,68,80,10,12,100,8,1,1,1.0,1,0,0.7
1195,2800000,20,20,113,100,920,570,5,1.0,16,77,80,36,11,12,380,6,8,1,1.0,1,1,0.7
1196,1000000,15,15,114,128,190,160,3,0.7,52,126,108,36,9,13,240,2,7,0,0.7999999999999999,1,1,1.0
1197,2800000,10,10,115,91,910,300,4,0.8999999999999999,52,26,106,40,12,9,60,7,1,0,0.5,1,0,0.6
1198,2800000,20,20,99,102,590,950,5,0.6,10,78,30,122,14,15,440,5,4,0,1.0,0,1,0.7999999999999999
1199,1000000,15,15,73,109,480,220,2,1.0,26,93,116,114,14,16,60,4,5,1,0.7999999999999999,0,0,1.0
1200,1900000,20,20,122,126,640,330,5,0.8999999999999999,42,64,126,82,10,17,420,1,5,0,0.6,1,1,0.7999999999999999
1201,3700000,15,15,53,98,560,900,1,1.0,62,71,96,54,11,16,460,2,5,1,0.7,0,1,1.0
1202,2800000,24,24,115,66,470,690,1,0.7,52,96,52,104,14,13,260,4,2,0,0.7,1,1,0.5
1203,1900000,20,20,52,123,830,850,5,0.8999999999999999,52,30,64,36,9,10,420,4,4,0,0.7999999999999999,1,1,0.5
1204,1000000,10,10,72,24,760,490,1,0.8999999999999999,38,38,112,104,13,13,200,3,5,0,0.8999999999999999,0,0,0.7999999999999999
1205,1900000,15,15,119,56,110,870,3,0.5,50,121,104,28,11,14,260,9,2,1,1.0,0,1,0.6
1206,3700000,15,15,33,43,1000,750,1,0.7,8,115,112,78,8,13,320,6,1,0,0.5,0,1,0.8999999999999999
1207,2800000,15,15,74,114,880,730,4,1.0,24,108,58,82,9,16,260,10,1,0,0.7,0,1,0.7
1208,1000000,15,15,36,46,240,530,1,0.7999999999999999,18,67,116,36,13,9,140,8,6,1,0.7999999999999999,0,0,0.6
1209,1900000,10,10,126,64,740,920,2,0.5,18,102,100,80,9,8,480,1,6,1,1.0,1,1,0.5
1210,1000000,15,15,59,35,530,250,2,0.7999999999999999,36,62,122,98,13,18,220,3,5,0,1.0,1,1,1.0
1211,3700000,20,20,94,44,850,570,4,0.7,58,118,70,34,13,9,180,9,7,1,0.8999999999999999,1,0,0.5
1212,1900000,24,24,127,89,900,220,3,0.7999999999999999,16,106,78,82,10,14,300,7,4,0,0.5,1,0,0.8999999999999999
1213,3700000,24,24,56,86,270,880,1,0.7,26,118,108,30,9,8,400,3,7,1,0.6,1,1,0.5
1214,2800000,10,10,104,110,320,420,4,0.7999999999999999,20,39,100,128,8,12,20,6,6,0,0.7,0,0,1.0
1215,3700000,10,10,62,74,950,730,1,0.5,50,100,48,126,8,13,120,5,6,1,0.8999999999999999,1,1,0.7999999999999999
1216,1000000,15,15,83,42,810,130,5,0.5,50,85,68,52,8,10,160,1,5,1,0.8999999999999999,0,1,0.6
1217,2800000,10,10,124,119,550,940,1,0.5,6,105,86,76,13,8,320,4,1,0,0.7,1,1,0.6
1218,2800000,10,10,89,118,970,100,1,0.7,24,67,108,120,13,12,40,2,7,1,0.8999999999999999,0,0,0.5
1219,1900000,15,15,34,89,960,720,2,0.5,58,53,42,86,14,9,120,3,6,0,0.7,0,0,0.7
1220,1000000,20,20,73,36,250,160,5,0.5,20,116,46,78,8,10,400,2,6,0,0.6,1,0,0.6
1221,1000000,15,15,86,88,320,230,2,0.7999999999999999,26,70,100,40,8,12,40,10,1,0,0.7,1,1,0.6
