,cpufreq,uncore_min,uncore_max,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
936,3100000,30,30,74m,117k,900,520ms,5,0.5,46m,122k,30m,42k,9g,14g,140s,7s,1,true,0.7,false,true,0.9999999999999999
937,1200000,15,15,109m,94k,450,680ms,2,0.7999999999999999,42m,117k,108m,122k,11g,11g,40s,8s,6,true,0.7,false,true,0.6
938,2466666,10,10,88m,75k,290,840ms,5,0.8999999999999999,22m,29k,62m,98k,8g,9g,480s,1s,1,false,0.6,true,false,0.9999999999999999
939,3100000,10,10,103m,31k,970,360ms,1,0.7,60m,89k,42m,98k,8g,14g,440s,5s,1,true,0.6,false,false,0.5
940,1833333,10,10,47m,98k,910,910ms,4,0.9999999999999999,46m,32k,102m,58k,13g,15g,220s,4s,5,false,0.7999999999999999,false,false,0.9999999999999999
941,2466666,30,30,27m,49k,630,660ms,1,0.7,46m,51k,66m,26k,12g,11g,80s,4s,7,true,0.9999999999999999,true,true,0.6
942,1200000,30,30,64m,112k,880,560ms,3,0.5,20m,105k,124m,120k,9g,18g,40s,8s,2,false,0.6,false,true,0.7999999999999999
943,1200000,10,10,50m,57k,230,140ms,1,0.6,46m,39k,46m,114k,13g,10g,320s,1s,4,false,0.7,false,true,0.7
944,3100000,10,10,120m,88k,100,490ms,4,0.5,14m,58k,42m,110k,10g,18g,100s,4s,5,true,0.8999999999999999,false,true,0.5
945,1200000,30,30,73m,41k,240,530ms,2,0.9999999999999999,52m,35k,98m,66k,8g,10g,20s,4s,5,true,0.7,false,true,0.6
946,1200000,10,10,37m,42k,780,240ms,3,0.7,50m,24k,88m,40k,13g,14g,260s,1s,3,false,0.7,false,true,0.7999999999999999
947,2466666,15,15,93m,51k,400,120ms,4,0.7,62m,123k,100m,114k,10g,14g,180s,7s,5,true,0.7,true,true,0.7
948,1200000,30,30,89m,55k,380,220ms,4,0.6,26m,92k,54m,54k,12g,17g,360s,2s,4,true,0.6,true,false,0.6
949,1833333,10,10,48m,102k,570,860ms,2,0.7999999999999999,12m,50k,114m,88k,14g,16g,140s,1s,4,true,0.8999999999999999,true,false,0.6
950,3100000,20,20,54m,51k,490,710ms,3,0.8999999999999999,22m,58k,118m,96k,10g,17g,220s,5s,8,false,0.8999999999999999,true,false,0.7
951,3100000,20,20,68m,40k,170,250ms,2,0.6,40m,85k,28m,80k,10g,8g,260s,4s,5,false,0.9999999999999999,true,false,0.5
952,1833333,30,30,25m,41k,900,240ms,2,0.7,4m,111k,28m,114k,8g,16g,160s,1s,5,false,0.7999999999999999,true,true,0.7999999999999999
953,2466666,10,10,104m,65k,570,390ms,2,0.7,36m,86k,72m,36k,14g,10g,120s,9s,4,true,0.7,true,true,0.8999999999999999
954,3100000,10,10,109m,92k,120,100ms,1,0.9999999999999999,20m,67k,110m,120k,11g,9g,220s,7s,4,true,0.8999999999999999,true,true,0.6
955,2466666,20,20,106m,55k,660,580ms,4,0.9999999999999999,24m,128k,58m,70k,14g,15g,100s,7s,8,false,0.5,true,true,0.5
956,1833333,20,20,77m,62k,880,360ms,2,0.8999999999999999,50m,92k,68m,68k,12g,8g,420s,5s,8,true,0.6,false,true,0.9999999999999999
957,1200000,30,30,114m,49k,430,270ms,1,0.5,34m,49k,82m,124k,11g,8g,40s,5s,3,true,0.7,false,false,0.7
958,3100000,15,15,56m,64k,820,560ms,1,0.8999999999999999,62m,85k,92m,96k,13g,11g,220s,8s,5,true,0.7999999999999999,false,true,0.8999999999999999
959,3100000,15,15,100m,45k,470,390ms,3,0.6,32m,82k,90m,94k,10g,10g,240s,8s,6,false,0.7,false,true,0.5
960,1833333,20,20,97m,67k,240,810ms,2,0.7999999999999999,36m,42k,34m,30k,9g,12g,80s,10s,3,true,0.7,true,false,0.7999999999999999
961,3100000,30,30,97m,32k,640,920ms,2,0.9999999999999999,4m,81k,124m,82k,13g,16g,320s,1s,4,true,0.5,true,false,0.9999999999999999
962,1200000,30,30,94m,98k,480,230ms,4,0.9999999999999999,64m,55k,74m,90k,8g,14g,120s,3s,1,false,0.6,true,false,0.5
963,1833333,30,30,46m,84k,830,840ms,2,0.5,36m,31k,76m,96k,9g,11g,180s,3s,7,true,0.9999999999999999,false,true,0.7
964,2466666,20,20,36m,70k,950,600ms,5,0.7,8m,64k,64m,94k,13g,8g,80s,7s,8,true,0.6,false,false,0.8999999999999999
965,1833333,10,10,107m,116k,590,610ms,2,0.7,30m,126k,34m,52k,11g,12g,300s,7s,4,false,0.5,false,false,0.7999999999999999
966,1200000,30,30,44m,76k,700,770ms,1,0.8999999999999999,38m,116k,106m,90k,10g,13g,420s,7s,5,false,0.5,true,true,0.8999999999999999
967,1833333,10,10,25m,86k,700,780ms,3,0.6,16m,51k,88m,74k,14g,18g,80s,8s,1,true,0.7999999999999999,true,false,0.5
968,3100000,20,20,36m,116k,560,770ms,1,0.8999999999999999,56m,127k,102m,126k,12g,11g,260s,5s,1,true,0.6,false,true,0.6
969,1833333,30,30,52m,79k,700,460ms,3,0.7999999999999999,36m,96k,90m,56k,11g,12g,20s,1s,8,true,0.5,true,true,0.7
970,1833333,10,10,82m,41k,470,340ms,1,0.8999999999999999,56m,49k,118m,48k,9g,10g,500s,8s,5,false,0.7999999999999999,false,false,0.5
971,1200000,30,30,49m,82k,320,920ms,1,0.7999999999999999,20m,64k,66m,124k,9g,13g,400s,7s,3,true,0.7,false,false,0.7999999999999999
972,2466666,10,10,65m,97k,440,660ms,4,0.5,34m,28k,56m,62k,8g,10g,220s,6s,3,true,0.8999999999999999,true,true,0.5
973,1200000,15,15,94m,59k,520,280ms,5,0.6,60m,58k,124m,126k,10g,11g,100s,6s,2,false,0.7999999999999999,true,false,0.5
974,1833333,20,20,75m,28k,820,820ms,1,0.6,4m,128k,24m,68k,14g,13g,60s,6s,2,true,0.8999999999999999,true,true,0.7
975,1200000,10,10,73m,64k,380,780ms,4,0.8999999999999999,58m,109k,80m,98k,8g,15g,260s,10s,6,true,0.9999999999999999,true,true,0.9999999999999999
976,2466666,20,20,50m,39k,940,640ms,3,0.7999999999999999,46m,61k,122m,56k,8g,8g,120s,7s,8,true,0.9999999999999999,true,false,0.7
977,2466666,20,20,127m,70k,670,260ms,1,0.6,6m,108k,112m,62k,10g,12g,320s,4s,4,false,0.9999999999999999,true,false,0.8999999999999999
978,3100000,15,15,52m,46k,400,370ms,3,0.8999999999999999,64m,121k,88m,56k,12g,11g,100s,7s,6,true,0.7,true,true,0.9999999999999999
979,1833333,20,20,109m,125k,920,390ms,2,0.7,34m,75k,66m,82k,9g,15g,240s,1s,8,true,0.7,false,true,0.9999999999999999
980,3100000,20,20,33m,104k,950,920ms,4,0.7999999999999999,12m,25k,74m,34k,11g,12g,260s,2s,1,true,0.6,true,false,0.5
981,2466666,15,15,44m,82k,370,130ms,1,0.7,62m,25k,52m,126k,12g,13g,380s,4s,4,false,0.7,true,false,0.9999999999999999
982,1200000,15,15,99m,122k,590,470ms,5,0.5,28m,113k,68m,60k,14g,8g,100s,5s,8,false,0.6,false,false,0.7
983,3100000,20,20,59m,45k,380,660ms,1,0.7999999999999999,42m,28k,84m,72k,14g,8g,360s,9s,6,true,0.7,true,false,0.9999999999999999
984,2466666,15,15,62m,104k,840,280ms,1,0.8999999999999999,16m,99k,126m,52k,10g,13g,500s,10s,7,false,0.5,false,true,0.9999999999999999
985,1200000,15,15,79m,40k,220,760ms,5,0.7,18m,88k,58m,56k,14g,12g,240s,9s,6,true,0.5,false,false,0.7
986,1200000,20,20,90m,39k,580,860ms,3,0.8999999999999999,32m,32k,84m,100k,11g,16g,160s,10s,3,true,0.6,true,false,0.7
987,3100000,30,30,33m,75k,160,290ms,3,0.5,56m,117k,48m,34k,10g,16g,200s,8s,6,false,0.8999999999999999,true,false,0.9999999999999999
988,1833333,15,15,56m,54k,640,840ms,1,0.6,50m,34k,32m,46k,14g,18g,360s,2s,3,true,0.7999999999999999,true,false,0.6
989,2466666,15,15,90m,111k,640,460ms,5,0.6,8m,81k,122m,28k,8g,17g,140s,6s,6,false,0.6,true,true,0.7999999999999999
990,1833333,30,30,92m,29k,220,610ms,3,0.7,28m,61k,90m,34k,10g,15g,100s,3s,8,false,0.7999999999999999,false,true,0.7
991,2466666,30,30,107m,93k,110,280ms,1,0.6,30m,98k,126m,28k,12g,11g,360s,6s,7,false,0.8999999999999999,false,true,0.5
992,2466666,10,10,53m,88k,630,210ms,2,0.8999999999999999,16m,50k,92m,128k,13g,18g,160s,10s,5,true,0.6,false,true,0.6
993,1200000,30,30,80m,126k,390,260ms,5,0.5,50m,61k,124m,96k,12g,9g,240s,7s,3,false,0.8999999999999999,false,false,0.6
994,2466666,10,10,123m,95k,430,210ms,4,0.7999999999999999,32m,98k,98m,112k,8g,12g,120s,4s,2,false,0.5,false,true,0.6
995,1200000,30,30,103m,89k,430,350ms,3,0.5,58m,60k,108m,80k,8g,12g,160s,2s,2,false,0.7,true,false,0.8999999999999999
996,1833333,20,20,127m,92k,570,490ms,4,0.7999999999999999,40m,29k,122m,64k,9g,16g,200s,9s,1,true,0.7999999999999999,true,false,0.6
997,1200000,20,20,93m,119k,850,930ms,3,0.6,24m,53k,116m,128k,10g,12g,100s,3s,5,true,0.7,false,true,0.6
998,2466666,30,30,125m,105k,500,910ms,4,0.9999999999999999,16m,60k,102m,124k,11g,9g,380s,5s,8,false,0.8999999999999999,true,true,0.9999999999999999
999,1200000,10,10,111m,110k,540,660ms,2,0.7999999999999999,24m,57k,88m,76k,12g,13g,300s,6s,7,true,0.7,false,false,0.7
1000,3100000,10,10,100m,94k,190,360ms,3,0.7,4m,48k,44m,104k,11g,14g,380s,8s,4,true,0.6,true,true,0.7
1001,1200000,20,20,81m,32k,530,420ms,4,0.9999999999999999,40m,55k,100m,126k,8g,11g,240s,5s,4,true,0.9999999999999999,false,false,0.8999999999999999
1002,1833333,10,10,40m,118k,970,390ms,1,0.6,30m,30k,106m,88k,8g,17g,20s,2s,8,false,0.7999999999999999,false,true,0.7
1003,3100000,15,15,112m,86k,130,830ms,3,0.7,20m,67k,24m,68k,8g,17g,320s,7s,7,false,0.5,false,false,0.6
1004,1200000,15,15,73m,90k,220,440ms,5,0.6,12m,109k,84m,46k,9g,11g,320s,1s,3,false,0.7,true,false,0.6
1005,1833333,20,20,126m,45k,630,750ms,1,0.9999999999999999,36m,128k,62m,98k,12g,14g,200s,5s,1,false,0.6,true,false,0.6
1006,2466666,20,20,126m,64k,440,240ms,3,0.7999999999999999,58m,30k,106m,28k,9g,16g,200s,4s,6,false,0.6,false,true,0.8999999999999999
1007,3100000,15,15,114m,75k,380,260ms,3,0.7999999999999999,48m,47k,100m,48k,11g,17g,80s,3s,1,false,0.6,true,false,0.8999999999999999
1008,1200000,15,15,98m,38k,520,210ms,3,0.6,36m,43k,52m,126k,11g,13g,160s,9s,1,true,0.9999999999999999,false,false,0.9999999999999999
1009,1200000,15,15,90m,123k,480,380ms,4,0.5,32m,25k,26m,106k,13g,9g,320s,9s,8,false,0.5,false,false,0.9999999999999999
1010,1200000,15,15,74m,63k,700,950ms,5,0.7,8m,77k,54m,44k,10g,17g,280s,2s,8,true,0.6,true,true,0.7
1011,2466666,10,10,127m,128k,570,320ms,2,0.7999999999999999,20m,54k,100m,60k,9g,9g,380s,8s,6,false,0.5,true,false,0.7
1012,1200000,30,30,89m,46k,260,780ms,1,0.7,12m,73k,90m,94k,9g,11g,200s,7s,3,false,0.7,false,false,0.7999999999999999
1013,3100000,15,15,70m,110k,280,640ms,2,0.5,16m,96k,42m,54k,13g,17g,360s,8s,7,false,0.8999999999999999,true,true,0.9999999999999999
1014,1200000,20,20,88m,65k,740,1000ms,3,0.9999999999999999,52m,70k,128m,90k,10g,16g,420s,4s,3,true,0.8999999999999999,true,true,0.9999999999999999
1015,1200000,20,20,40m,37k,420,380ms,1,0.6,36m,25k,128m,62k,14g,10g,480s,10s,7,false,0.8999999999999999,true,false,0.6
1016,1833333,20,20,88m,26k,800,900ms,2,0.5,30m,81k,84m,80k,8g,8g,300s,5s,6,false,0.7,true,true,0.9999999999999999
1017,3100000,20,20,25m,124k,790,730ms,3,0.7,28m,56k,30m,98k,14g,14g,340s,5s,3,false,0.9999999999999999,true,false,0.8999999999999999
1018,2466666,20,20,27m,31k,270,870ms,2,0.7999999999999999,46m,52k,88m,36k,12g,16g,60s,6s,6,true,0.7,true,false,0.7999999999999999
1019,3100000,20,20,93m,67k,930,290ms,4,0.9999999999999999,56m,46k,80m,126k,8g,15g,160s,5s,5,false,0.7999999999999999,false,true,0.5
1020,3100000,20,20,79m,86k,120,790ms,3,0.5,18m,86k,112m,80k,10g,8g,280s,10s,5,true,0.5,true,true,0.9999999999999999
1021,1833333,30,30,118m,67k,190,990ms,3,0.8999999999999999,28m,30k,94m,100k,9g,14g,320s,9s,3,true,0.6,false,true,0.7999999999999999
1022,3100000,10,10,76m,93k,280,970ms,4,0.9999999999999999,64m,64k,92m,28k,11g,8g,40s,6s,6,true,0.6,true,true,0.6
1023,2466666,15,15,38m,40k,790,550ms,4,0.7999999999999999,30m,126k,126m,78k,14g,15g,380s,3s,1,false,0.8999999999999999,false,true,0.5
1024,1200000,20,20,121m,75k,680,620ms,1,0.8999999999999999,44m,28k,90m,92k,8g,8g,40s,8s,7,true,0.7999999999999999,true,true,0.6
1025,1833333,10,10,118m,43k,430,310ms,4,0.5,30m,62k,56m,94k,11g,9g,160s,10s,3,false,0.8999999999999999,false,false,0.5
1026,1833333,15,15,26m,81k,150,920ms,3,0.6,52m,24k,104m,124k,10g,11g,280s,8s,4,false,0.8999999999999999,true,true,0.9999999999999999
1027,1200000,15,15,24m,28k,330,490ms,3,0.5,46m,61k,128m,78k,12g,15g,80s,1s,5,false,0.8999999999999999,true,false,0.7
1028,2466666,20,20,125m,100k,740,800ms,4,0.9999999999999999,56m,62k,118m,78k,8g,18g,440s,7s,6,false,0.7999999999999999,false,true,0.6
1029,3100000,30,30,104m,81k,620,230ms,5,0.8999999999999999,32m,96k,68m,70k,13g,14g,480s,5s,1,true,0.7999999999999999,false,false,0.6
1030,1833333,10,10,31m,30k,200,930ms,1,0.7,18m,60k,98m,110k,13g,15g,260s,3s,7,true,0.9999999999999999,false,true,0.6
1031,3100000,30,30,28m,88k,640,960ms,5,0.9999999999999999,56m,39k,82m,26k,9g,16g,260s,8s,4,true,0.5,true,false,0.7999999999999999
1032,3100000,30,30,100m,37k,710,580ms,2,0.7999999999999999,60m,51k,74m,76k,10g,10g,340s,8s,8,false,0.6,false,true,0.7
1033,1200000,30,30,82m,103k,940,350ms,4,0.8999999999999999,12m,30k,120m,122k,13g,15g,220s,4s,8,true,0.5,true,true,0.5
1034,2466666,10,10,93m,107k,510,940ms,2,0.8999999999999999,26m,102k,68m,112k,13g,12g,240s,6s,6,true,0.7,true,false,0.9999999999999999
1035,1833333,20,20,38m,55k,950,630ms,5,0.7,10m,53k,110m,128k,9g,12g,120s,6s,5,false,0.5,true,true,0.6
1036,2466666,10,10,113m,109k,530,430ms,2,0.5,42m,77k,34m,72k,12g,17g,340s,3s,2,true,0.7,false,false,0.8999999999999999
1037,1833333,10,10,119m,66k,620,1000ms,4,0.8999999999999999,46m,111k,48m,124k,14g,15g,20s,7s,8,true,0.6,false,false,0.7999999999999999
1038,2466666,20,20,89m,83k,670,900ms,4,0.5,22m,80k,56m,104k,10g,12g,340s,8s,7,false,0.5,false,true,0.9999999999999999
1039,2466666,15,15,111m,125k,820,470ms,1,0.8999999999999999,16m,59k,122m,82k,11g,12g,500s,8s,8,false,0.7999999999999999,false,false,0.6
1040,3100000,20,20,27m,37k,890,880ms,5,0.8999999999999999,4m,55k,100m,24k,10g,13g,260s,3s,3,true,0.5,false,true,0.6
1041,1833333,20,20,86m,120k,660,800ms,3,0.7,60m,105k,100m,52k,14g,16g,120s,2s,8,true,0.9999999999999999,false,false,0.8999999999999999
1042,3100000,20,20,105m,71k,980,970ms,3,0.9999999999999999,48m,119k,26m,78k,13g,13g,380s,1s,4,true,0.7999999999999999,false,false,0.8999999999999999
1043,2466666,30,30,29m,26k,420,400ms,5,0.5,40m,68k,76m,92k,13g,16g,400s,7s,3,true,0.9999999999999999,true,false,0.5
1044,2466666,20,20,55m,116k,100,550ms,2,0.6,44m,90k,116m,66k,12g,17g,200s,7s,1,false,0.8999999999999999,false,false,0.7999999999999999
1045,1200000,20,20,82m,87k,500,780ms,2,0.7999999999999999,16m,47k,86m,106k,12g,17g,40s,9s,3,true,0.6,false,false,0.8999999999999999
1046,1833333,15,15,121m,126k,430,320ms,1,0.9999999999999999,62m,95k,36m,104k,11g,8g,460s,9s,8,false,0.5,true,false,0.5
1047,3100000,20,20,94m,119k,480,340ms,4,0.7,32m,47k,90m,74k,12g,17g,220s,2s,4,true,0.9999999999999999,true,true,0.7
1048,1200000,20,20,38m,83k,990,480ms,3,0.6,32m,82k,50m,52k,13g,10g,40s,8s,1,false,0.8999999999999999,false,true,0.6
1049,3100000,10,10,94m,123k,160,780ms,5,0.5,8m,81k,30m,84k,11g,13g,260s,10s,1,false,0.7,false,false,0.7999999999999999
1050,3100000,20,20,126m,51k,200,310ms,5,0.9999999999999999,60m,44k,26m,30k,9g,15g,80s,5s,2,true,0.5,false,true,0.6
1051,3100000,30,30,44m,61k,310,100ms,5,0.9999999999999999,8m,27k,106m,110k,13g,16g,20s,10s,6,false,0.7,false,true,0.5
1052,2466666,15,15,65m,45k,390,130ms,5,0.9999999999999999,24m,74k,120m,114k,9g,17g,140s,4s,2,true,0.6,false,false,0.6
1053,2466666,30,30,98m,107k,970,210ms,5,0.8999999999999999,60m,66k,94m,78k,10g,16g,460s,8s,1,false,0.5,false,false,0.7
1054,1833333,15,15,24m,30k,370,740ms,5,0.6,42m,125k,36m,104k,9g,17g,180s,9s,5,true,0.5,true,true,0.6
1055,1200000,30,30,99m,25k,570,870ms,1,0.9999999999999999,50m,114k,114m,92k,9g,14g,240s,5s,1,false,0.6,false,true,0.5
1056,1200000,20,20,83m,33k,970,980ms,1,0.9999999999999999,6m,72k,54m,48k,14g,9g,480s,4s,3,false,0.7999999999999999,true,true,0.9999999999999999
1057,1833333,30,30,106m,37k,700,560ms,2,0.5,10m,117k,104m,92k,12g,10g,200s,6s,6,false,0.7,false,true,0.8999999999999999
1058,1200000,15,15,108m,32k,150,770ms,4,0.5,4m,44k,82m,84k,11g,12g,180s,6s,1,true,0.5,false,false,0.7999999999999999
1059,2466666,30,30,49m,32k,470,590ms,1,0.7,38m,85k,38m,108k,13g,14g,20s,1s,2,true,0.7,false,true,0.7
1060,3100000,10,10,29m,93k,190,390ms,5,0.7,42m,55k,40m,58k,11g,17g,480s,4s,2,false,0.8999999999999999,true,false,0.7999999999999999
1061,1833333,30,30,118m,114k,660,410ms,1,0.6,26m,89k,50m,106k,13g,8g,40s,2s,8,false,0.7,true,true,0.6
1062,3100000,15,15,74m,32k,930,720ms,1,0.6,50m,90k,96m,126k,8g,13g,480s,2s,7,false,0.7999999999999999,false,false,0.7
1063,1200000,10,10,49m,45k,820,210ms,1,0.9999999999999999,22m,101k,114m,110k,14g,12g,220s,1s,1,false,0.7999999999999999,true,false,0.7
1064,2466666,15,15,73m,95k,370,830ms,1,0.6,44m,65k,72m,24k,13g,14g,400s,5s,8,false,0.6,false,false,0.6
1065,2466666,20,20,51m,127k,980,990ms,2,0.7,44m,24k,94m,56k,13g,9g,340s,3s,3,false,0.5,false,false,0.5
1066,3100000,20,20,108m,97k,460,120ms,3,0.6,8m,115k,94m,36k,13g,8g,220s,10s,6,true,0.8999999999999999,false,false,0.6
1067,2466666,20,20,57m,76k,260,120ms,4,0.6,10m,51k,26m,128k,14g,10g,80s,6s,1,true,0.8999999999999999,true,true,0.5
1068,1200000,30,30,95m,121k,240,240ms,4,0.7,54m,79k,94m,126k,11g,8g,440s,7s,4,true,0.6,true,true,0.9999999999999999
1069,1200000,20,20,45m,122k,870,930ms,4,0.8999999999999999,18m,80k,68m,112k,11g,15g,380s,4s,8,true,0.8999999999999999,true,true,0.9999999999999999
1070,2466666,10,10,76m,77k,980,720ms,3,0.9999999999999999,18m,83k,56m,54k,10g,11g,180s,1s,2,true,0.7,false,false,0.8999999999999999
1071,1833333,20,20,47m,42k,770,980ms,3,0.7999999999999999,26m,114k,26m,116k,8g,13g,480s,8s,7,true,0.8999999999999999,true,true,0.6
1072,3100000,20,20,110m,80k,100,730ms,2,0.9999999999999999,24m,59k,108m,90k,12g,8g,240s,2s,4,false,0.9999999999999999,false,false,0.9999999999999999
1073,3100000,15,15,114m,41k,840,540ms,2,0.7999999999999999,62m,32k,102m,36k,14g,18g,140s,5s,7,false,0.7999999999999999,true,false,0.5
1074,1833333,15,15,99m,92k,820,560ms,5,0.5,14m,92k,118m,34k,8g,15g,260s,2s,3,true,0.7,false,false,0.5
1075,1833333,20,20,78m,87k,900,550ms,1,0.7,24m,62k,36m,38k,13g,18g,500s,3s,3,true,0.9999999999999999,false,true,0.9999999999999999
1076,3100000,20,20,62m,47k,450,400ms,1,0.7999999999999999,12m,121k,74m,50k,9g,15g,120s,2s,2,false,0.7,true,false,0.6
1077,2466666,10,10,127m,117k,940,650ms,2,0.5,24m,28k,84m,32k,13g,16g,120s,8s,7,false,0.6,false,true,0.5
1078,2466666,30,30,112m,80k,630,110ms,3,0.9999999999999999,58m,124k,102m,38k,11g,8g,120s,8s,6,true,0.7,true,false,0.7
1079,3100000,10,10,60m,54k,370,270ms,3,0.9999999999999999,50m,103k,72m,90k,11g,8g,340s,2s,6,false,0.6,false,false,0.5
1080,1833333,20,20,25m,110k,670,200ms,2,0.5,52m,80k,102m,56k,12g,11g,380s,1s,1,false,0.7999999999999999,false,false,0.5
1081,2466666,20,20,39m,91k,370,340ms,2,0.7999999999999999,38m,48k,70m,108k,14g,15g,40s,9s,5,false,0.7,true,false,0.6
1082,2466666,15,15,103m,110k,760,160ms,4,0.7999999999999999,48m,39k,84m,26k,11g,9g,380s,4s,2,false,0.7999999999999999,false,false,0.6
1083,1833333,20,20,119m,52k,240,510ms,4,0.9999999999999999,46m,59k,124m,64k,10g,13g,340s,2s,3,false,0.5,false,true,0.7
1084,3100000,10,10,91m,35k,920,990ms,2,0.6,58m,94k,96m,82k,14g,11g,100s,8s,1,false,0.9999999999999999,false,true,0.8999999999999999
1085,3100000,20,20,39m,54k,330,940ms,5,0.9999999999999999,56m,70k,66m,66k,9g,14g,360s,4s,1,false,0.7999999999999999,true,false,0.5
1086,1833333,10,10,110m,76k,840,610ms,2,0.6,54m,115k,116m,68k,13g,16g,460s,7s,1,true,0.6,false,true,0.9999999999999999
1087,3100000,30,30,85m,51k,400,110ms,4,0.5,54m,98k,40m,44k,13g,18g,140s,1s,7,false,0.7,false,true,0.9999999999999999
1088,1200000,15,15,86m,120k,980,490ms,1,0.7999999999999999,64m,121k,86m,94k,11g,10g,220s,4s,8,true,0.7,true,false,0.8999999999999999
1089,1200000,30,30,56m,127k,300,820ms,2,0.7999999999999999,20m,26k,96m,36k,8g,14g,340s,6s,8,true,0.7999999999999999,true,false,0.8999999999999999
1090,1833333,20,20,98m,36k,960,430ms,4,0.5,12m,109k,58m,98k,8g,9g,60s,8s,1,true,0.8999999999999999,false,false,0.9999999999999999
1091,1200000,20,20,108m,91k,850,200ms,3,0.7,12m,57k,36m,64k,8g,18g,200s,2s,1,false,0.7999999999999999,true,true,0.5
1092,1200000,30,30,59m,74k,970,420ms,2,0.6,46m,43k,78m,68k,9g,10g,340s,8s,5,false,0.6,true,false,0.6
1093,3100000,15,15,56m,123k,900,450ms,2,0.8999999999999999,6m,89k,46m,86k,9g,12g,160s,10s,8,false,0.7,false,true,0.7
1094,1833333,15,15,44m,28k,430,670ms,4,0.9999999999999999,24m,46k,56m,102k,11g,9g,460s,1s,3,false,0.8999999999999999,true,true,0.7
1095,1200000,10,10,110m,108k,410,320ms,5,0.8999999999999999,28m,47k,34m,58k,13g,13g,420s,1s,4,true,0.8999999999999999,true,true,0.7999999999999999
1096,2466666,30,30,89m,25k,730,860ms,1,0.7,62m,50k,120m,100k,8g,10g,360s,6s,6,false,0.7999999999999999,true,false,0.9999999999999999
1097,2466666,30,30,99m,109k,100,900ms,5,0.7,22m,80k,38m,112k,8g,10g,360s,2s,1,false,0.9999999999999999,false,true,0.6
1098,1833333,10,10,78m,106k,890,990ms,3,0.8999999999999999,56m,128k,34m,42k,9g,8g,260s,7s,2,false,0.7999999999999999,false,false,0.8999999999999999
1099,2466666,15,15,61m,112k,560,320ms,4,0.8999999999999999,60m,123k,92m,76k,8g,13g,200s,5s,2,false,0.6,true,true,0.9999999999999999
1100,1833333,20,20,94m,70k,950,810ms,2,0.8999999999999999,20m,27k,126m,120k,14g,17g,380s,7s,4,true,0.8999999999999999,true,true,0.8999999999999999
1101,1833333,20,20,34m,86k,510,330ms,4,0.8999999999999999,40m,81k,126m,58k,11g,14g,80s,10s,2,true,0.5,true,true,0.7
1102,1200000,30,30,103m,69k,360,320ms,2,0.6,4m,102k,66m,62k,14g,8g,220s,5s,1,true,0.8999999999999999,false,true,0.6
1103,3100000,30,30,67m,45k,770,140ms,3,0.7999999999999999,64m,125k,114m,54k,11g,17g,200s,9s,6,true,0.5,true,true,0.6
1104,1833333,20,20,107m,117k,770,130ms,4,0.5,16m,64k,76m,64k,11g,11g,200s,2s,5,true,0.8999999999999999,false,true,0.5
1105,2466666,20,20,75m,50k,720,920ms,2,0.8999999999999999,34m,117k,34m,102k,11g,10g,40s,1s,1,true,0.8999999999999999,false,false,0.8999999999999999
1106,2466666,30,30,40m,82k,690,670ms,3,0.9999999999999999,36m,39k,40m,44k,14g,12g,380s,7s,6,true,0.6,true,true,0.7
1107,2466666,30,30,70m,66k,950,310ms,1,0.7999999999999999,28m,89k,46m,106k,9g,14g,460s,2s,5,true,0.6,true,false,0.7
1108,1833333,30,30,64m,25k,230,370ms,4,0.9999999999999999,8m,127k,46m,104k,10g,18g,360s,4s,3,true,0.8999999999999999,false,false,0.7999999999999999
1109,3100000,20,20,26m,52k,210,660ms,5,0.9999999999999999,34m,48k,54m,64k,12g,15g,500s,4s,4,false,0.7999999999999999,true,false,0.7999999999999999
1110,1833333,30,30,39m,66k,160,210ms,5,0.7999999999999999,24m,87k,54m,28k,8g,13g,360s,4s,1,false,0.6,true,true,0.5
1111,1200000,10,10,31m,48k,410,450ms,1,0.7999999999999999,36m,33k,88m,108k,13g,14g,200s,2s,6,false,0.8999999999999999,true,true,0.6
1112,1833333,20,20,27m,46k,920,740ms,5,0.6,64m,56k,116m,118k,12g,12g,180s,4s,3,true,0.7,true,false,0.8999999999999999
1113,3100000,15,15,56m,94k,970,190ms,1,0.8999999999999999,30m,111k,86m,82k,12g,16g,300s,1s,7,false,0.9999999999999999,false,false,0.7999999999999999
1114,2466666,30,30,58m,115k,380,460ms,5,0.6,36m,99k,36m,124k,12g,9g,380s,2s,4,false,0.6,true,true,0.6
1115,1833333,10,10,101m,90k,430,670ms,2,0.6,28m,27k,40m,38k,9g,17g,460s,7s,4,false,0.5,false,false,0.5
1116,2466666,15,15,100m,126k,830,300ms,1,0.7999999999999999,62m,86k,90m,126k,11g,10g,100s,3s,3,true,0.8999999999999999,false,true,0.9999999999999999
