,cpufreq,uncore_min,uncore_max,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
1002,1200000,30,30,43m,118k,370,770ms,3,0.5,28m,82k,116m,26k,9g,12g,20s,7s,7,true,0.5,false,true,0.8999999999999999
1003,1200000,10,10,54m,66k,900,270ms,2,0.9999999999999999,42m,26k,44m,56k,10g,18g,420s,7s,8,false,0.7999999999999999,false,false,0.9999999999999999
1004,1200000,15,15,90m,81k,950,460ms,2,0.7,18m,52k,112m,116k,8g,12g,280s,8s,2,true,0.7,true,true,0.7
1005,2400000,20,20,114m,90k,880,490ms,3,0.7999999999999999,38m,122k,70m,100k,12g,10g,440s,3s,7,true,0.9999999999999999,true,false,0.6
1006,1800000,30,30,38m,57k,280,770ms,4,0.6,58m,119k,62m,90k,13g,10g,500s,6s,8,false,0.5,false,true,0.8999999999999999
1007,1800000,10,10,41m,43k,150,650ms,1,0.8999999999999999,52m,111k,110m,36k,9g,11g,380s,9s,4,true,0.8999999999999999,true,false,0.7999999999999999
1008,1200000,30,30,101m,114k,500,760ms,3,0.8999999999999999,24m,64k,40m,56k,10g,8g,200s,6s,3,true,0.7,false,false,0.9999999999999999
1009,1200000,20,20,40m,115k,730,490ms,1,0.5,32m,101k,72m,128k,8g,11g,80s,7s,5,false,0.8999999999999999,false,true,0.5
1010,1800000,10,10,121m,45k,900,820ms,5,0.6,14m,85k,52m,58k,10g,9g,380s,10s,7,false,0.5,false,false,0.5
1011,2400000,20,20,71m,123k,360,650ms,4,0.7999999999999999,30m,33k,80m,26k,10g,16g,420s,1s,6,false,0.7,false,true,0.8999999999999999
1012,2400000,30,30,39m,34k,810,430ms,5,0.8999999999999999,62m,85k,96m,102k,10g,15g,500s,7s,2,false,0.5,false,false,0.7999999999999999
1013,1800000,30,30,57m,57k,530,330ms,5,0.6,42m,111k,100m,98k,13g,16g,220s,7s,4,true,0.9999999999999999,false,false,0.5
1014,1800000,10,10,122m,26k,830,610ms,2,0.5,40m,75k,84m,82k,12g,16g,100s,1s,2,false,0.9999999999999999,false,false,0.5
1015,3000000,20,20,128m,88k,920,280ms,1,0.8999999999999999,40m,119k,90m,80k,10g,13g,420s,3s,3,false,0.7,false,true,0.7999999999999999
1016,2400000,30,30,100m,102k,260,890ms,1,0.7,34m,77k,94m,30k,14g,12g,260s,9s,1,false,0.6,true,true,0.7999999999999999
1017,1200000,20,20,103m,46k,590,1000ms,1,0.6,54m,109k,26m,34k,13g,8g,140s,6s,2,false,0.8999999999999999,true,false,0.5
1018,3000000,30,30,74m,113k,690,800ms,5,0.7999999999999999,54m,35k,48m,104k,10g,17g,500s,2s,4,false,0.5,true,true,0.8999999999999999
1019,3000000,20,20,39m,90k,900,970ms,4,0.8999999999999999,18m,98k,42m,86k,10g,13g,260s,5s,2,true,0.9999999999999999,false,false,0.7
1020,2400000,20,20,49m,90k,350,830ms,2,0.7,28m,44k,52m,40k,11g,18g,160s,6s,7,false,0.7,true,true,0.7999999999999999
1021,2400000,30,30,48m,49k,420,720ms,2,0.6,18m,45k,38m,116k,14g,14g,240s,9s,3,true,0.8999999999999999,false,false,0.7999999999999999
1022,1200000,15,15,79m,85k,850,490ms,3,0.7,48m,113k,28m,82k,10g,8g,200s,7s,7,false,0.9999999999999999,false,true,0.7999999999999999
1023,2400000,20,20,64m,53k,940,580ms,5,0.7999999999999999,20m,119k,104m,72k,9g,13g,180s,6s,5,false,0.9999999999999999,false,false,0.7999999999999999
1024,1800000,15,15,106m,116k,870,790ms,3,0.9999999999999999,40m,78k,48m,70k,13g,16g,200s,3s,2,true,0.9999999999999999,false,true,0.5
1025,2400000,10,10,117m,74k,310,860ms,5,0.6,12m,105k,78m,118k,14g,17g,320s,4s,8,false,0.7999999999999999,true,true,0.6
1026,3000000,15,15,37m,46k,570,180ms,2,0.8999999999999999,50m,123k,106m,60k,12g,16g,60s,3s,7,false,0.7,true,false,0.5
1027,1800000,20,20,124m,69k,890,430ms,2,0.7,28m,30k,122m,44k,9g,14g,100s,3s,4,true,0.9999999999999999,false,false,0.6
1028,1800000,20,20,58m,111k,760,240ms,5,0.7,6m,119k,44m,122k,8g,10g,60s,10s,2,false,0.5,true,false,0.9999999999999999
1029,1800000,20,20,30m,54k,420,1000ms,2,0.7999999999999999,26m,60k,48m,122k,10g,17g,20s,8s,7,false,0.7,true,true,0.9999999999999999
1030,3000000,10,10,55m,87k,970,410ms,3,0.9999999999999999,34m,121k,128m,120k,11g,15g,340s,9s,5,false,0.8999999999999999,false,true,0.7
1031,2400000,30,30,114m,125k,770,890ms,2,0.7999999999999999,4m,50k,96m,24k,8g,15g,340s,2s,8,true,0.7,true,false,0.9999999999999999
1032,1200000,30,30,110m,52k,220,550ms,1,0.9999999999999999,54m,41k,42m,62k,14g,18g,420s,6s,8,true,0.8999999999999999,false,true,0.9999999999999999
1033,3000000,20,20,109m,93k,670,920ms,5,0.7,54m,89k,116m,128k,14g,9g,360s,7s,6,true,0.8999999999999999,true,false,0.5
1034,1200000,10,10,55m,97k,500,400ms,1,0.7,8m,56k,62m,100k,8g,9g,120s,1s,3,false,0.7,false,false,0.5
1035,1200000,30,30,102m,116k,700,510ms,2,0.7999999999999999,50m,96k,66m,114k,8g,16g,280s,6s,3,false,0.6,false,false,0.8999999999999999
1036,3000000,15,15,80m,113k,440,450ms,3,0.7,28m,33k,76m,42k,8g,14g,120s,2s,5,false,0.6,true,true,0.5
1037,1800000,10,10,76m,83k,1000,730ms,1,0.5,24m,104k,56m,114k,12g,9g,480s,1s,7,true,0.5,true,true,0.7
1038,3000000,15,15,69m,124k,220,150ms,4,0.7,64m,36k,56m,86k,14g,8g,240s,3s,1,true,0.7999999999999999,false,false,0.7
1039,1200000,30,30,110m,52k,260,610ms,5,0.7999999999999999,54m,89k,88m,102k,12g,12g,220s,5s,6,true,0.5,false,false,0.7999999999999999
1040,1800000,10,10,90m,91k,470,950ms,4,0.5,54m,31k,92m,64k,9g,17g,120s,7s,6,false,0.6,true,false,0.9999999999999999
1041,1200000,20,20,118m,80k,550,420ms,5,0.7999999999999999,8m,103k,72m,52k,13g,8g,200s,4s,2,false,0.7999999999999999,true,true,0.9999999999999999
1042,1200000,10,10,65m,105k,660,320ms,1,0.7,26m,81k,38m,84k,13g,9g,180s,6s,1,false,0.8999999999999999,true,false,0.5
1043,2400000,10,10,101m,117k,910,450ms,3,0.8999999999999999,30m,80k,56m,44k,14g,13g,260s,2s,6,false,0.9999999999999999,false,false,0.7
1044,1200000,15,15,58m,27k,310,720ms,5,0.6,32m,99k,108m,24k,12g,18g,40s,7s,8,true,0.6,false,true,0.8999999999999999
1045,2400000,15,15,97m,46k,610,600ms,3,0.6,6m,78k,48m,128k,11g,15g,20s,10s,5,true,0.7999999999999999,true,true,0.5
1046,3000000,10,10,125m,124k,190,880ms,4,0.8999999999999999,16m,96k,96m,54k,9g,9g,280s,4s,4,true,0.7,true,true,0.5
1047,1800000,10,10,69m,68k,660,240ms,1,0.5,64m,126k,90m,34k,13g,14g,180s,5s,5,true,0.5,true,false,0.9999999999999999
1048,1200000,15,15,84m,115k,910,430ms,3,0.7999999999999999,16m,35k,60m,92k,8g,9g,440s,1s,4,true,0.8999999999999999,false,true,0.8999999999999999
1049,2400000,15,15,31m,36k,780,180ms,5,0.7999999999999999,62m,67k,128m,94k,10g,14g,460s,3s,5,true,0.5,true,true,0.6
1050,1200000,30,30,96m,27k,310,430ms,3,0.7999999999999999,36m,92k,120m,96k,9g,10g,340s,5s,6,true,0.9999999999999999,true,true,0.5
1051,2400000,20,20,47m,60k,920,230ms,3,0.5,6m,71k,128m,78k,9g,16g,360s,10s,2,true,0.7999999999999999,true,false,0.7999999999999999
1052,1200000,20,20,42m,126k,350,610ms,1,0.8999999999999999,10m,63k,24m,82k,12g,15g,300s,5s,1,true,0.8999999999999999,true,true,0.9999999999999999
1053,1800000,30,30,58m,78k,830,880ms,2,0.9999999999999999,8m,128k,78m,74k,10g,13g,340s,10s,7,true,0.9999999999999999,true,true,0.9999999999999999
1054,1800000,15,15,126m,39k,660,290ms,2,0.5,50m,84k,106m,76k,8g,15g,300s,7s,4,true,0.7,false,false,0.6
1055,1800000,30,30,125m,85k,240,390ms,4,0.5,42m,47k,88m,40k,14g,17g,400s,10s,5,true,0.5,false,false,0.8999999999999999
1056,1200000,20,20,62m,75k,270,340ms,4,0.8999999999999999,56m,104k,76m,28k,13g,15g,300s,1s,3,true,0.7999999999999999,false,false,0.8999999999999999
1057,1800000,10,10,114m,101k,300,470ms,3,0.9999999999999999,60m,26k,62m,112k,12g,8g,200s,6s,6,false,0.5,true,false,0.7
1058,2400000,15,15,113m,61k,610,930ms,4,0.7999999999999999,24m,59k,56m,80k,12g,9g,80s,2s,3,true,0.8999999999999999,true,true,0.8999999999999999
1059,3000000,10,10,62m,37k,290,870ms,3,0.5,6m,113k,38m,120k,12g,16g,80s,8s,2,true,0.5,true,false,0.6
1060,2400000,20,20,106m,74k,450,660ms,1,0.7,30m,56k,32m,32k,13g,16g,100s,7s,5,false,0.7,false,true,0.7
1061,1200000,20,20,94m,29k,710,320ms,2,0.6,26m,117k,26m,100k,10g,12g,200s,1s,8,true,0.7,true,false,0.9999999999999999
1062,1800000,30,30,30m,35k,830,950ms,5,0.8999999999999999,58m,74k,56m,112k,14g,17g,500s,2s,8,true,0.5,true,true,0.7999999999999999
1063,1800000,15,15,59m,55k,650,910ms,3,0.9999999999999999,14m,38k,96m,84k,9g,17g,500s,10s,7,true,0.7999999999999999,false,false,0.7999999999999999
1064,1200000,15,15,79m,75k,530,1000ms,2,0.7,22m,85k,104m,116k,12g,12g,20s,9s,5,false,0.7,false,true,0.7999999999999999
1065,2400000,30,30,67m,96k,800,610ms,2,0.7,36m,40k,128m,32k,11g,8g,200s,10s,2,true,0.6,false,false,0.9999999999999999
1066,2400000,30,30,96m,121k,990,170ms,2,0.9999999999999999,24m,128k,30m,116k,13g,16g,440s,10s,2,true,0.9999999999999999,false,false,0.9999999999999999
1067,1200000,10,10,69m,113k,140,360ms,4,0.7,20m,86k,56m,92k,14g,10g,420s,2s,2,true,0.5,true,false,0.7999999999999999
1068,1800000,20,20,32m,89k,130,730ms,3,0.5,4m,63k,34m,124k,14g,17g,460s,6s,3,false,0.5,false,true,0.8999999999999999
1069,3000000,15,15,57m,74k,210,350ms,3,0.5,62m,81k,38m,62k,10g,18g,360s,8s,7,false,0.5,false,true,0.6
1070,3000000,30,30,77m,83k,650,760ms,4,0.6,54m,25k,88m,108k,9g,9g,420s,4s,5,false,0.7,true,true,0.8999999999999999
1071,1800000,10,10,123m,119k,350,260ms,4,0.8999999999999999,28m,35k,62m,112k,13g,14g,500s,1s,6,false,0.8999999999999999,true,true,0.6
1072,1200000,15,15,35m,85k,970,630ms,5,0.7999999999999999,18m,58k,48m,66k,9g,16g,460s,9s,2,false,0.5,false,false,0.7
1073,1800000,15,15,125m,59k,600,910ms,3,0.5,60m,60k,60m,42k,12g,15g,340s,3s,1,true,0.7,false,false,0.5
1074,3000000,10,10,87m,45k,510,720ms,3,0.9999999999999999,58m,55k,62m,112k,9g,14g,400s,2s,3,false,0.5,true,true,0.7999999999999999
1075,2400000,15,15,56m,75k,460,190ms,3,0.9999999999999999,30m,121k,42m,56k,13g,14g,180s,6s,8,false,0.8999999999999999,false,true,0.9999999999999999
1076,3000000,10,10,111m,73k,500,840ms,3,0.5,24m,42k,102m,120k,13g,13g,160s,7s,3,true,0.7999999999999999,false,false,0.9999999999999999
1077,3000000,20,20,101m,127k,270,560ms,3,0.5,26m,123k,94m,86k,14g,12g,160s,9s,6,false,0.5,false,true,0.9999999999999999
1078,1200000,10,10,75m,89k,600,700ms,1,0.5,34m,50k,32m,40k,8g,10g,20s,6s,4,true,0.5,true,true,0.7
1079,1200000,15,15,95m,77k,960,130ms,4,0.6,16m,46k,62m,68k,10g,13g,80s,9s,3,false,0.7999999999999999,false,true,0.7
1080,2400000,15,15,69m,79k,660,400ms,1,0.7999999999999999,28m,124k,56m,72k,9g,18g,440s,8s,3,true,0.6,false,false,0.7999999999999999
1081,1800000,15,15,122m,48k,130,560ms,3,0.6,52m,128k,92m,38k,9g,17g,300s,5s,3,false,0.7999999999999999,false,true,0.6
1082,1800000,30,30,56m,28k,930,370ms,1,0.8999999999999999,62m,126k,110m,60k,14g,11g,260s,4s,4,false,0.9999999999999999,false,false,0.9999999999999999
1083,3000000,20,20,127m,46k,410,510ms,5,0.6,36m,111k,28m,72k,14g,14g,500s,2s,4,true,0.7999999999999999,true,true,0.7999999999999999
1084,2400000,15,15,62m,121k,900,370ms,4,0.6,58m,123k,32m,30k,9g,10g,160s,5s,2,true,0.7,true,false,0.7
1085,3000000,10,10,59m,107k,530,950ms,1,0.8999999999999999,54m,34k,128m,110k,14g,16g,80s,4s,4,false,0.9999999999999999,false,true,0.6
1086,1200000,10,10,64m,49k,750,610ms,5,0.7999999999999999,50m,97k,102m,104k,12g,9g,160s,8s,3,true,0.6,false,false,0.6
1087,3000000,30,30,54m,76k,550,370ms,1,0.9999999999999999,50m,50k,128m,124k,13g,10g,280s,4s,3,true,0.6,true,true,0.6
1088,1800000,30,30,93m,72k,770,980ms,1,0.7,18m,50k,88m,26k,12g,10g,100s,3s,6,false,0.5,false,false,0.8999999999999999
1089,1200000,15,15,69m,103k,930,590ms,2,0.9999999999999999,50m,33k,84m,30k,9g,11g,140s,4s,4,true,0.9999999999999999,false,true,0.7999999999999999
1090,1800000,10,10,79m,28k,150,540ms,2,0.9999999999999999,38m,75k,60m,94k,13g,12g,420s,7s,8,false,0.9999999999999999,true,true,0.8999999999999999
1091,3000000,20,20,82m,88k,260,730ms,2,0.5,12m,36k,46m,88k,10g,15g,80s,7s,1,true,0.7,false,false,0.8999999999999999
1092,1800000,30,30,45m,73k,990,200ms,3,0.8999999999999999,16m,86k,50m,44k,13g,16g,400s,2s,8,true,0.7,false,true,0.6
1093,3000000,10,10,100m,103k,610,480ms,2,0.7999999999999999,10m,46k,78m,96k,8g,14g,20s,7s,2,true,0.7999999999999999,false,false,0.5
1094,2400000,10,10,72m,46k,790,560ms,1,0.8999999999999999,34m,74k,122m,28k,13g,8g,360s,3s,2,false,0.7999999999999999,true,true,0.6
1095,1200000,30,30,42m,56k,760,990ms,5,0.8999999999999999,40m,56k,100m,28k,14g,10g,340s,8s,5,false,0.9999999999999999,true,true,0.7
1096,3000000,15,15,31m,128k,440,380ms,3,0.7999999999999999,22m,125k,96m,56k,9g,18g,220s,5s,6,true,0.5,false,true,0.8999999999999999
1097,2400000,15,15,41m,61k,290,890ms,4,0.9999999999999999,64m,118k,80m,80k,10g,10g,60s,3s,5,false,0.5,true,false,0.5
1098,3000000,30,30,109m,121k,440,670ms,1,0.7999999999999999,60m,60k,68m,116k,14g,12g,360s,3s,6,true,0.7,false,true,0.8999999999999999
1099,2400000,10,10,55m,128k,280,640ms,3,0.6,44m,92k,64m,118k,14g,15g,380s,2s,1,true,0.8999999999999999,false,false,0.8999999999999999
1100,2400000,15,15,62m,90k,630,610ms,1,0.7999999999999999,6m,88k,52m,90k,12g,16g,460s,10s,2,true,0.8999999999999999,true,false,0.7999999999999999
1101,3000000,20,20,81m,31k,220,540ms,3,0.8999999999999999,36m,70k,66m,34k,11g,12g,260s,4s,5,false,0.7,false,true,0.6
1102,1200000,20,20,96m,79k,400,750ms,1,0.7,54m,53k,70m,40k,14g,8g,500s,9s,1,false,0.7,false,false,0.8999999999999999
1103,1800000,30,30,97m,90k,140,340ms,1,0.8999999999999999,52m,48k,78m,30k,8g,11g,140s,8s,5,false,0.7,true,false,0.7999999999999999
1104,1200000,20,20,45m,128k,570,210ms,3,0.6,44m,109k,96m,36k,9g,13g,280s,3s,1,true,0.7999999999999999,false,false,0.7
1105,2400000,15,15,27m,63k,720,290ms,1,0.7999999999999999,8m,25k,118m,56k,12g,18g,400s,8s,8,true,0.8999999999999999,true,true,0.6
1106,1800000,15,15,85m,75k,600,270ms,2,0.5,50m,45k,102m,48k,10g,11g,60s,10s,2,false,0.7999999999999999,false,false,0.7
1107,2400000,15,15,99m,30k,410,120ms,2,0.6,22m,80k,120m,100k,14g,9g,420s,3s,7,false,0.5,false,true,0.6
1108,1200000,10,10,58m,107k,110,670ms,4,0.5,30m,63k,56m,100k,12g,10g,180s,7s,7,false,0.8999999999999999,true,false,0.9999999999999999
1109,1800000,15,15,80m,32k,130,820ms,5,0.9999999999999999,28m,93k,68m,100k,9g,11g,360s,8s,2,true,0.6,true,true,0.9999999999999999
1110,1200000,10,10,93m,58k,700,400ms,4,0.9999999999999999,44m,83k,36m,68k,12g,8g,420s,3s,4,false,0.9999999999999999,true,false,0.8999999999999999
1111,1200000,30,30,38m,78k,760,910ms,5,0.5,16m,83k,44m,114k,9g,11g,60s,3s,8,false,0.6,false,false,0.9999999999999999
1112,1800000,30,30,103m,33k,640,440ms,5,0.7,12m,36k,62m,26k,12g,11g,200s,6s,7,true,0.7,true,true,0.9999999999999999
1113,1800000,15,15,76m,99k,950,600ms,1,0.9999999999999999,32m,88k,90m,94k,11g,15g,460s,9s,5,true,0.8999999999999999,true,false,0.8999999999999999
1114,3000000,20,20,118m,93k,270,550ms,5,0.6,8m,122k,62m,126k,11g,8g,240s,3s,5,false,0.6,true,true,0.9999999999999999
1115,3000000,10,10,80m,48k,900,590ms,3,0.7999999999999999,38m,89k,70m,60k,14g,14g,240s,8s,5,false,0.7999999999999999,false,true,0.6
1116,3000000,10,10,95m,87k,680,840ms,3,0.7,48m,49k,128m,92k,12g,17g,180s,5s,6,false,0.5,true,true,0.8999999999999999
1117,1800000,20,20,49m,28k,310,990ms,3,0.6,36m,119k,110m,70k,8g,10g,20s,7s,6,true,0.5,false,false,0.5
1118,1800000,20,20,39m,50k,680,990ms,3,0.9999999999999999,40m,82k,46m,26k,8g,16g,320s,5s,1,false,0.6,true,false,0.7999999999999999
1119,1800000,15,15,49m,124k,630,830ms,5,0.8999999999999999,44m,123k,114m,82k,9g,12g,440s,10s,3,false,0.8999999999999999,false,true,0.7
1120,1800000,30,30,121m,65k,260,430ms,2,0.7999999999999999,44m,120k,52m,88k,8g,14g,460s,2s,3,true,0.7,false,true,0.6
1121,1800000,20,20,66m,38k,400,910ms,3,0.5,26m,107k,94m,106k,13g,11g,100s,4s,8,true,0.7,true,false,0.9999999999999999
1122,1200000,10,10,88m,61k,750,140ms,2,0.9999999999999999,30m,75k,32m,40k,12g,10g,340s,5s,2,true,0.7999999999999999,true,false,0.8999999999999999
1123,2400000,10,10,88m,78k,930,270ms,4,0.5,30m,109k,80m,126k,12g,13g,280s,8s,4,false,0.9999999999999999,false,false,0.9999999999999999
1124,1800000,20,20,41m,78k,960,390ms,5,0.7999999999999999,18m,128k,74m,68k,14g,9g,140s,4s,5,true,0.7999999999999999,false,true,0.6
1125,1800000,30,30,33m,127k,730,280ms,3,0.9999999999999999,28m,77k,122m,52k,12g,8g,480s,3s,2,false,0.6,true,false,0.7
1126,1200000,15,15,26m,75k,760,790ms,4,0.9999999999999999,16m,110k,90m,84k,8g,16g,140s,7s,1,false,0.9999999999999999,false,false,0.7
1127,1200000,30,30,24m,33k,880,700ms,3,0.8999999999999999,28m,24k,66m,114k,10g,14g,160s,6s,5,false,0.7,true,true,0.7
1128,1800000,20,20,85m,75k,970,660ms,1,0.8999999999999999,8m,54k,46m,62k,9g,17g,240s,5s,7,false,0.7999999999999999,true,false,0.6
1129,2400000,30,30,105m,98k,760,490ms,2,0.7999999999999999,24m,78k,96m,72k,12g,18g,300s,10s,1,false,0.8999999999999999,false,true,0.6
1130,3000000,30,30,101m,103k,230,840ms,3,0.7,44m,123k,124m,124k,8g,13g,60s,9s,8,false,0.5,true,false,0.8999999999999999
1131,1200000,10,10,43m,26k,680,150ms,1,0.7,38m,125k,68m,126k,10g,10g,180s,7s,6,false,0.6,false,true,0.7
1132,2400000,30,30,24m,33k,180,990ms,5,0.7,18m,82k,94m,50k,11g,16g,360s,8s,2,true,0.8999999999999999,true,true,0.9999999999999999
1133,2400000,10,10,128m,121k,660,420ms,3,0.9999999999999999,10m,77k,40m,112k,10g,17g,200s,7s,8,true,0.8999999999999999,true,true,0.7
1134,1200000,30,30,98m,71k,150,940ms,5,0.9999999999999999,18m,64k,52m,106k,13g,18g,20s,5s,2,true,0.7999999999999999,false,false,0.7
1135,1200000,10,10,112m,29k,700,660ms,5,0.8999999999999999,4m,88k,84m,50k,12g,13g,420s,8s,4,true,0.8999999999999999,true,false,0.7
1136,2400000,20,20,83m,64k,520,730ms,4,0.7,12m,75k,124m,80k,13g,18g,140s,5s,8,true,0.7999999999999999,false,false,0.7999999999999999
1137,1800000,15,15,51m,104k,690,160ms,4,0.8999999999999999,52m,115k,98m,72k,9g,16g,240s,7s,1,true,0.5,true,true,0.7999999999999999
1138,3000000,20,20,77m,47k,610,710ms,1,0.7,18m,82k,106m,60k,13g,11g,240s,6s,4,true,0.6,false,true,0.9999999999999999
1139,2400000,20,20,30m,83k,970,960ms,2,0.7999999999999999,10m,100k,24m,44k,12g,11g,260s,1s,3,false,0.9999999999999999,true,false,0.9999999999999999
1140,2400000,10,10,80m,42k,480,310ms,2,0.6,18m,87k,110m,44k,12g,11g,180s,10s,5,false,0.8999999999999999,true,true,0.8999999999999999
1141,1200000,10,10,71m,119k,790,900ms,1,0.7,28m,38k,26m,32k,13g,14g,460s,5s,7,false,0.7,true,false,0.7999999999999999
1142,2400000,10,10,75m,46k,480,900ms,1,0.7999999999999999,8m,56k,104m,82k,10g,18g,380s,1s,3,false,0.5,true,false,0.7999999999999999
1143,3000000,10,10,68m,56k,830,320ms,2,0.6,56m,68k,88m,120k,9g,9g,500s,3s,6,false,0.7,false,true,0.7
1144,1200000,30,30,88m,69k,130,740ms,1,0.8999999999999999,46m,112k,96m,90k,11g,8g,240s,8s,6,true,0.7999999999999999,false,true,0.6
1145,1200000,30,30,60m,45k,590,1000ms,4,0.5,48m,76k,56m,82k,14g,13g,460s,9s,6,false,0.7999999999999999,false,true,0.8999999999999999
1146,3000000,30,30,104m,30k,670,900ms,5,0.9999999999999999,36m,30k,32m,74k,13g,9g,100s,9s,5,false,0.9999999999999999,false,true,0.8999999999999999
1147,2400000,30,30,112m,28k,790,310ms,4,0.8999999999999999,18m,71k,92m,80k,11g,13g,180s,3s,5,true,0.8999999999999999,false,true,0.7
1148,1800000,30,30,71m,69k,630,990ms,2,0.7,6m,36k,118m,62k,12g,17g,240s,2s,5,false,0.9999999999999999,true,false,0.7999999999999999
1149,1200000,20,20,60m,40k,440,750ms,3,0.7999999999999999,52m,83k,106m,118k,11g,10g,140s,1s,8,false,0.7,true,true,0.9999999999999999
1150,2400000,20,20,60m,38k,860,610ms,5,0.9999999999999999,46m,49k,56m,44k,11g,11g,480s,6s,7,false,0.7999999999999999,false,true,0.8999999999999999
1151,1800000,15,15,32m,99k,450,700ms,3,0.6,58m,30k,68m,82k,14g,14g,380s,1s,2,false,0.6,false,true,0.5
1152,1800000,30,30,116m,92k,320,740ms,2,0.7999999999999999,42m,62k,78m,94k,8g,10g,280s,3s,5,true,0.7,false,true,0.7999999999999999
1153,1800000,30,30,61m,43k,560,430ms,5,0.6,64m,40k,112m,40k,9g,12g,20s,3s,6,false,0.5,true,false,0.7999999999999999
1154,1200000,30,30,97m,83k,360,210ms,2,0.7999999999999999,34m,65k,110m,90k,8g,18g,480s,9s,2,false,0.7,false,false,0.9999999999999999
1155,1200000,20,20,57m,62k,390,180ms,3,0.7,48m,39k,56m,40k,9g,11g,60s,8s,3,true,0.7999999999999999,false,true,0.7999999999999999
1156,2400000,30,30,102m,119k,870,940ms,1,0.6,48m,62k,106m,88k,11g,18g,460s,9s,1,false,0.7999999999999999,false,false,0.8999999999999999
1157,2400000,20,20,125m,77k,880,460ms,4,0.8999999999999999,40m,57k,24m,42k,13g,18g,140s,4s,7,true,0.8999999999999999,true,true,0.7
1158,2400000,20,20,100m,51k,840,620ms,5,0.8999999999999999,28m,32k,74m,74k,10g,12g,40s,9s,5,false,0.8999999999999999,true,true,0.7
1159,2400000,30,30,80m,37k,700,860ms,5,0.7,36m,65k,48m,92k,10g,12g,120s,4s,5,false,0.6,true,true,0.7
1160,1200000,10,10,51m,69k,900,330ms,5,0.8999999999999999,52m,39k,124m,30k,14g,12g,140s,10s,1,false,0.5,false,true,0.9999999999999999
1161,3000000,30,30,63m,99k,290,340ms,1,0.7,58m,74k,38m,76k,10g,16g,360s,2s,2,true,0.7999999999999999,false,false,0.7
1162,3000000,30,30,47m,56k,120,810ms,1,0.7999999999999999,38m,119k,40m,76k,13g,14g,40s,8s,8,true,0.9999999999999999,true,true,0.6
1163,1200000,30,30,48m,85k,440,590ms,2,0.5,32m,34k,60m,44k,12g,18g,360s,8s,6,false,0.6,false,false,0.7
1164,2400000,30,30,54m,41k,770,750ms,1,0.7,24m,89k,120m,96k,9g,14g,160s,5s,1,false,0.9999999999999999,true,false,0.8999999999999999
1165,1200000,20,20,79m,58k,100,920ms,3,0.9999999999999999,32m,105k,32m,72k,13g,16g,240s,9s,6,true,0.7999999999999999,false,true,0.5
1166,2400000,10,10,45m,114k,440,890ms,1,0.5,38m,76k,102m,98k,12g,13g,180s,7s,4,false,0.7999999999999999,true,true,0.8999999999999999
1167,1800000,30,30,52m,56k,920,420ms,4,0.8999999999999999,46m,117k,112m,102k,14g,14g,260s,2s,3,true,0.6,true,false,0.6
1168,3000000,30,30,125m,126k,400,390ms,5,0.7,18m,114k,28m,124k,9g,14g,480s,5s,2,true,0.8999999999999999,true,false,0.7999999999999999
1169,2400000,20,20,66m,33k,890,200ms,5,0.7999999999999999,44m,105k,42m,40k,8g,9g,280s,6s,1,false,0.9999999999999999,true,false,0.7999999999999999
1170,1200000,30,30,83m,96k,670,550ms,4,0.7999999999999999,30m,95k,34m,126k,12g,12g,300s,3s,3,true,0.9999999999999999,false,true,0.7
1171,1800000,15,15,26m,32k,490,320ms,3,0.7,62m,52k,28m,28k,8g,12g,280s,4s,2,true,0.9999999999999999,false,true,0.9999999999999999
1172,2400000,20,20,72m,119k,600,320ms,5,0.6,20m,86k,52m,84k,13g,14g,280s,2s,2,true,0.5,false,true,0.8999999999999999
1173,3000000,15,15,51m,45k,310,870ms,2,0.9999999999999999,10m,78k,94m,74k,9g,8g,400s,1s,8,false,0.7999999999999999,true,false,0.7999999999999999
1174,1800000,10,10,93m,82k,110,670ms,4,0.7999999999999999,6m,103k,82m,86k,13g,15g,460s,1s,6,true,0.9999999999999999,false,false,0.7999999999999999
1175,3000000,20,20,95m,90k,750,130ms,1,0.7,44m,75k,24m,128k,14g,9g,320s,8s,2,false,0.5,true,false,0.7999999999999999
1176,2400000,15,15,25m,44k,430,250ms,5,0.9999999999999999,46m,34k,62m,72k,9g,10g,260s,9s,4,false,0.8999999999999999,true,true,0.5
1177,1800000,20,20,118m,50k,410,670ms,1,0.5,30m,104k,64m,98k,14g,12g,320s,5s,4,true,0.7,true,true,0.7999999999999999
1178,3000000,20,20,41m,36k,340,440ms,5,0.8999999999999999,12m,54k,88m,120k,8g,16g,480s,6s,6,true,0.6,false,true,0.6
1179,1800000,30,30,50m,102k,370,720ms,1,0.9999999999999999,4m,108k,94m,64k,13g,17g,240s,5s,1,true,0.7999999999999999,false,false,0.9999999999999999
